  194.37, 1076.82
  194.64, 1076.82
  194.91, 1076.82
  195.18, 1390.57
  195.45, 1374.60
  195.72, 1382.38
  195.99, 1355.76
  196.26, 1283.26
  196.53, 1304.56
  196.80, 1334.05
  197.07, 1267.28
  197.34, 1220.18
  197.61, 1265.24
  197.87, 1354.12
  198.14, 1252.13
  198.41, 1310.29
  198.68, 1256.22
  198.95, 1404.09
  199.22, 1346.74
  199.49, 1447.91
  199.76, 1425.80
  200.03, 1318.89
  200.30, 1311.52
  200.57, 1338.14
  200.83, 1264.42
  201.10, 1346.33
  201.37, 1384.02
  201.64, 1317.25
  201.91, 1398.35
  202.18, 1311.11
  202.45, 1328.31
  202.72, 1329.54
  202.98, 1316.02
  203.25, 1337.73
  203.52, 1351.66
  203.79, 1277.93
  204.06, 1252.13
  204.33, 1377.87
  204.60, 1395.08
  204.87, 1273.84
  205.13, 1304.97
  205.40, 1274.25
  205.67, 1301.28
  205.94, 1308.65
  206.21, 1402.45
  206.48, 1354.94
  206.75, 1344.29
  207.01, 1310.70
  207.28, 1341.01
  207.55, 1353.71
  207.82, 1295.95
  208.09, 1346.33
  208.36, 1367.63
  208.63, 1240.66
  208.89, 1356.16
  209.16, 1268.51
  209.43, 1347.56
  209.70, 1286.94
  209.97, 1370.50
  210.24, 1249.67
  210.50, 1311.52
  210.77, 1295.14
  211.04, 1381.97
  211.31, 1343.06
  211.58, 1338.55
  211.85, 1289.81
  212.11, 1272.20
  212.38, 1268.10
  212.65, 1265.64
  212.92, 1270.56
  213.19, 1407.36
  213.45, 1452.42
  213.72, 1343.06
  213.99, 1363.54
  214.26, 1232.06
  214.53, 1276.70
  214.79, 1331.18
  215.06, 1468.80
  215.33, 1301.28
  215.60, 1313.16
  215.87, 1351.66
  216.13, 1255.00
  216.40, 1372.96
  216.67, 1278.34
  216.94, 1320.12
  217.21, 1328.31
  217.47, 1380.33
  217.74, 1294.73
  218.01, 1327.90
  218.28, 1258.27
  218.55, 1411.87
  218.81, 1302.51
  219.08, 1418.01
  219.35, 1272.61
  219.62, 1351.66
  219.88, 1335.69
  220.15, 1344.70
  220.42, 1331.18
  220.69, 1377.46
  220.95, 1339.37
  221.22, 1378.69
  221.49, 1363.54
  221.76, 1388.11
  222.03, 1317.25
  222.29, 1341.83
  222.56, 1452.01
  222.83, 1302.51
  223.10, 1371.73
  223.36, 1351.25
  223.63, 1390.16
  223.90, 1334.05
  224.17, 1236.15
  224.43, 1467.98
  224.70, 1365.18
  224.97, 1340.60
  225.23, 1261.96
  225.50, 1355.76
  225.77, 1307.01
  226.04, 1333.23
  226.30, 1332.00
  226.57, 1293.09
  226.84, 1412.69
  227.11, 1340.19
  227.37, 1372.14
  227.64, 1296.77
  227.91, 1332.82
  228.17, 1352.07
  228.44, 1272.20
  228.71, 1470.85
  228.98, 1392.62
  229.24, 1268.92
  229.51, 1361.90
  229.78, 1353.30
  230.04, 1258.68
  230.31, 1395.08
  230.58, 1306.19
  230.85, 1315.62
  231.11, 1261.96
  231.38, 1289.81
  231.65, 1310.29
  231.91, 1372.55
  232.18, 1329.13
  232.45, 1393.44
  232.71, 1320.94
  232.98, 1233.70
  233.25, 1338.55
  233.51, 1281.21
  233.78, 1320.12
  234.05, 1345.52
  234.31, 1350.84
  234.58, 1324.22
  234.85, 1460.20
  235.11, 1241.48
  235.38, 1338.55
  235.65, 1439.72
  235.91, 1432.35
  236.18, 1291.45
  236.45, 1325.85
  236.71, 1327.90
  236.98, 1400.81
  237.25, 1382.79
  237.51, 1336.91
  237.78, 1413.92
  238.05, 1430.30
  238.31, 1272.61
  238.58, 1377.46
  238.85, 1343.88
  239.11, 1218.95
  239.38, 1331.18
  239.65, 1294.32
  239.91, 1358.21
  240.18, 1368.45
  240.45, 1318.89
  240.71, 1274.66
  240.98, 1238.20
  241.24, 1322.58
  241.51, 1380.33
  241.78, 1314.80
  242.04, 1329.54
  242.31, 1336.50
  242.58, 1315.62
  242.84, 1319.30
  243.11, 1364.77
  243.37, 1317.25
  243.64, 1321.76
  243.91, 1359.03
  244.17, 1413.51
  244.44, 1255.00
  244.70, 1350.02
  244.97, 1340.19
  245.24, 1262.37
  245.50, 1380.33
  245.77, 1327.90
  246.03, 1309.88
  246.30, 1364.77
  246.57, 1427.43
  246.83, 1293.50
  247.10, 1391.80
  247.36, 1352.48
  247.63, 1348.38
  247.90, 1395.90
  248.16, 1234.11
  248.43, 1289.81
  248.69, 1345.11
  248.96, 1311.11
  249.23, 1293.91
  249.49, 1322.17
  249.76, 1290.22
  250.02, 1410.23
  250.29, 1328.31
  250.55, 1357.80
  250.82, 1314.39
  251.09, 1300.05
  251.35, 1318.89
  251.62, 1396.31
  251.88, 1325.45
  252.15, 1244.76
  252.41, 1366.40
  252.68, 1276.70
  252.94, 1329.95
  253.21, 1403.27
  253.48, 1317.66
  253.74, 1241.89
  254.01, 1363.95
  254.27, 1318.07
  254.54, 1410.64
  254.80, 1300.05
  255.07, 1274.66
  255.33, 1390.16
  255.60, 1252.54
  255.86, 1297.59
  256.13, 1338.14
  256.40, 1369.68
  256.66, 1339.78
  256.93, 1338.14
  257.19, 1421.29
  257.46, 1409.41
  257.72, 1311.93
  257.99, 1323.40
  258.25, 1343.47
  258.52, 1400.40
  258.78, 1316.43
  259.05, 1286.94
  259.31, 1374.60
  259.58, 1324.22
  259.84, 1296.77
  260.11, 1372.14
  260.37, 1333.64
  260.64, 1422.52
  260.90, 1433.17
  261.17, 1299.64
  261.43, 1341.83
  261.70, 1296.36
  261.96, 1304.56
  262.23, 1341.83
  262.49, 1281.62
  262.76, 1255.00
  263.02, 1406.95
  263.29, 1359.85
  263.55, 1380.33
  263.82, 1305.38
  264.08, 1386.47
  264.35, 1325.04
  264.61, 1272.20
  264.88, 1366.00
  265.14, 1386.07
  265.41, 1378.28
  265.67, 1395.08
  265.93, 1370.91
  266.20, 1338.96
  266.46, 1420.06
  266.73, 1309.06
  266.99, 1354.12
  267.26, 1314.80
  267.52, 1307.83
  267.79, 1250.08
  268.05, 1335.28
  268.32, 1359.44
  268.58, 1432.35
  268.85, 1357.80
  269.11, 1337.32
  269.37, 1344.70
  269.64, 1285.71
  269.90, 1289.81
  270.17, 1337.73
  270.43, 1326.67
  270.70, 1324.63
  270.96, 1348.79
  271.23, 1311.52
  271.49, 1291.45
  271.75, 1324.63
  272.02, 1434.81
  272.28, 1432.76
  272.55, 1422.11
  272.81, 1411.87
  273.08, 1409.82
  273.34, 1352.48
  273.60, 1454.06
  273.87, 1345.11
  274.13, 1318.89
  274.40, 1265.64
  274.66, 1382.38
  274.92, 1369.27
  275.19, 1345.11
  275.45, 1296.77
  275.72, 1298.41
  275.98, 1348.38
  276.24, 1335.28
  276.51, 1348.38
  276.77, 1365.18
  277.04, 1350.02
  277.30, 1313.57
  277.56, 1291.04
  277.83, 1313.98
  278.09, 1309.47
  278.36, 1364.36
  278.62, 1329.54
  278.88, 1338.96
  279.15, 1291.86
  279.41, 1475.77
  279.68, 1358.21
  279.94, 1282.03
  280.20, 1354.12
  280.47, 1371.73
  280.73, 1393.85
  280.99, 1353.30
  281.26, 1335.28
  281.52, 1298.82
  281.78, 1313.98
  282.05, 1328.31
  282.31, 1349.61
  282.58, 1327.90
  282.84, 1248.03
  283.10, 1349.20
  283.37, 1309.06
  283.63, 1358.62
  283.89, 1269.33
  284.16, 1375.42
  284.42, 1315.21
  284.68, 1403.27
  284.95, 1438.08
  285.21, 1461.43
  285.47, 1354.53
  285.74, 1376.23
  286.00, 1339.78
  286.26, 1412.28
  286.53, 1337.32
  286.79, 1327.08
  287.05, 1284.49
  287.32, 1368.86
  287.58, 1265.64
  287.84, 1259.91
  288.11, 1324.22
  288.37, 1323.81
  288.63, 1361.90
  288.90, 1234.93
  289.16, 1359.85
  289.42, 1325.85
  289.69, 1387.29
  289.95, 1352.07
  290.21, 1373.37
  290.48, 1309.88
  290.74, 1278.34
  291.00, 1401.22
  291.26, 1236.56
  291.53, 1341.01
  291.79, 1330.77
  292.05, 1338.96
  292.32, 1339.37
  292.58, 1373.37
  292.84, 1346.74
  293.11, 1313.57
  293.37, 1313.57
  293.63, 1323.81
  293.89, 1289.40
  294.16, 1297.18
  294.42, 1402.86
  294.68, 1318.07
  294.95, 1284.08
  295.21, 1256.22
  295.47, 1318.89
  295.73, 1293.09
  296.00, 1366.40
  296.26, 1322.17
  296.52, 1397.53
  296.78, 1347.56
  297.05, 1403.68
  297.31, 1295.14
  297.57, 1323.40
  297.83, 1327.49
  298.10, 1295.55
  298.36, 1331.18
  298.62, 1362.31
  298.88, 1317.25
  299.15, 1375.83
  299.41, 1319.30
  299.67, 1301.69
  299.93, 1250.90
  300.20, 1361.90
  300.46, 1315.21
  300.72, 1375.01
  300.98, 1363.13
  301.25, 1277.52
  301.51, 1336.50
  301.77, 1396.31
  302.03, 1289.81
  302.30, 1346.33
  302.56, 1235.74
  302.82, 1335.28
  303.08, 1268.92
  303.34, 1335.28
  303.61, 1386.07
  303.87, 1357.39
  304.13, 1293.91
  304.39, 1397.94
  304.66, 1341.01
  304.92, 1344.70
  305.18, 1402.04
  305.44, 1368.45
  305.70, 1429.07
  305.97, 1357.39
  306.23, 1264.01
  306.49, 1458.56
  306.75, 1382.38
  307.01, 1323.40
  307.28, 1368.86
  307.54, 1317.66
  307.80, 1245.57
  308.06, 1281.21
  308.32, 1331.18
  308.59, 1340.60
  308.85, 1318.07
  309.11, 1269.33
  309.37, 1306.19
  309.63, 1291.04
  309.89, 1294.73
  310.16, 1333.23
  310.42, 1315.21
  310.68, 1303.74
  310.94, 1371.32
  311.20, 1398.35
  311.47, 1277.52
  311.73, 1313.98
  311.99, 1296.77
  312.25, 1441.36
  312.51, 1282.44
  312.77, 1335.28
  313.03, 1300.46
  313.30, 1286.53
  313.56, 1339.37
  313.82, 1303.74
  314.08, 1307.83
  314.34, 1322.99
  314.60, 1320.94
  314.87, 1304.15
  315.13, 1340.60
  315.39, 1361.49
  315.65, 1347.97
  315.91, 1447.09
  316.17, 1279.16
  316.43, 1277.52
  316.70, 1330.77
  316.96, 1342.65
  317.22, 1288.58
  317.48, 1380.74
  317.74, 1389.34
  318.00, 1388.52
  318.26, 1300.05
  318.52, 1361.49
  318.79, 1268.10
  319.05, 1392.21
  319.31, 1268.10
  319.57, 1362.72
  319.83, 1382.79
  320.09, 1313.16
  320.35, 1363.95
  320.61, 1377.46
  320.87, 1317.25
  321.14, 1291.04
  321.40, 1338.14
  321.66, 1290.22
  321.92, 1332.41
  322.18, 1299.64
  322.44, 1392.21
  322.70, 1384.02
  322.96, 1301.69
  323.22, 1320.53
  323.48, 1354.12
  323.74, 1332.00
  324.01, 1299.64
  324.27, 1330.36
  324.53, 1330.36
  324.79, 1424.16
  325.05, 1345.11
  325.31, 1319.30
  325.57, 1288.17
  325.83, 1369.27
  326.09, 1360.26
  326.35, 1356.57
  326.61, 1318.07
  326.87, 1366.81
  327.13, 1374.19
  327.39, 1302.51
  327.66, 1320.94
  327.92, 1317.25
  328.18, 1432.76
  328.44, 1329.54
  328.70, 1356.98
  328.96, 1351.25
  329.22, 1294.32
  329.48, 1348.38
  329.74, 1364.36
  330.00, 1359.03
  330.26, 1307.42
  330.52, 1307.42
  330.78, 1339.78
  331.04, 1321.76
  331.30, 1300.05
  331.56, 1318.48
  331.82, 1328.31
  332.08, 1302.92
  332.34, 1369.68
  332.60, 1377.87
  332.86, 1291.45
  333.12, 1338.55
  333.38, 1368.86
  333.64, 1260.73
  333.90, 1301.69
  334.16, 1295.14
  334.43, 1306.19
  334.69, 1309.06
  334.95, 1307.83
  335.21, 1369.68
  335.47, 1351.25
  335.73, 1384.84
  335.99, 1421.29
  336.25, 1333.23
  336.51, 1354.53
  336.77, 1352.89
  337.03, 1307.83
  337.29, 1397.94
  337.55, 1443.00
  337.81, 1291.86
  338.07, 1308.24
  338.33, 1346.74
  338.59, 1342.24
  338.85, 1371.73
  339.10, 1295.55
  339.36, 1394.67
  339.62, 1319.30
  339.88, 1284.90
  340.14, 1286.94
  340.40, 1368.45
  340.66, 1311.52
  340.92, 1355.35
  341.18, 1391.39
  341.44, 1359.44
  341.70, 1264.01
  341.96, 1314.80
  342.22, 1438.90
  342.48, 1347.15
  342.74, 1363.54
  343.00, 1278.34
  343.26, 1414.74
  343.52, 1285.71
  343.78, 1345.52
  344.04, 1359.85
  344.30, 1283.67
  344.56, 1296.77
  344.82, 1357.39
  345.08, 1340.19
  345.34, 1262.37
  345.60, 1381.15
  345.85, 1356.16
  346.11, 1364.77
  346.37, 1245.57
  346.63, 1327.90
  346.89, 1286.53
  347.15, 1380.33
  347.41, 1330.36
  347.67, 1335.69
  347.93, 1466.76
  348.19, 1272.20
  348.45, 1301.28
  348.71, 1381.15
  348.97, 1364.36
  349.23, 1344.70
  349.48, 1315.21
  349.74, 1376.24
  350.00, 1399.58
  350.26, 1268.92
  350.52, 1281.62
  350.78, 1303.33
  351.04, 1228.37
  351.30, 1377.05
  351.56, 1379.51
  351.82, 1351.25
  352.07, 1344.70
  352.33, 1299.23
  352.59, 1313.98
  352.85, 1375.83
  353.11, 1305.38
  353.37, 1350.84
  353.63, 1304.15
  353.89, 1265.24
  354.15, 1363.54
  354.40, 1333.64
  354.66, 1291.86
  354.92, 1370.50
  355.18, 1388.52
  355.44, 1341.01
  355.70, 1423.75
  355.96, 1319.71
  356.22, 1373.37
  356.47, 1379.92
  356.73, 1278.75
  356.99, 1372.14
  357.25, 1395.49
  357.51, 1370.09
  357.77, 1441.36
  358.03, 1310.70
  358.28, 1284.08
  358.54, 1338.14
  358.80, 1416.38
  359.06, 1345.11
  359.32, 1322.17
  359.58, 1423.34
  359.84, 1336.09
  360.09, 1345.52
  360.35, 1239.02
  360.61, 1283.26
  360.87, 1395.49
  361.13, 1402.04
  361.39, 1334.87
  361.64, 1328.72
  361.90, 1338.55
  362.16, 1326.67
  362.42, 1258.27
  362.68, 1367.63
  362.94, 1302.51
  363.19, 1317.66
  363.45, 1381.15
  363.71, 1395.49
  363.97, 1337.73
  364.23, 1320.94
  364.48, 1412.69
  364.74, 1391.80
  365.00, 1275.47
  365.26, 1362.31
  365.52, 1322.17
  365.78, 1350.84
  366.03, 1362.72
  366.29, 1369.68
  366.55, 1270.15
  366.81, 1313.57
  367.07, 1394.26
  367.32, 1379.51
  367.58, 1433.17
  367.84, 1262.78
  368.10, 1384.02
  368.35, 1335.69
  368.61, 1328.31
  368.87, 1261.55
  369.13, 1382.38
  369.39, 1314.39
  369.64, 1325.85
  369.90, 1294.73
  370.16, 1345.93
  370.42, 1391.80
  370.67, 1397.94
  370.93, 1447.91
  371.19, 1272.61
  371.45, 1412.69
  371.71, 1290.63
  371.96, 1368.04
  372.22, 1430.30
  372.48, 1387.29
  372.74, 1275.88
  372.99, 1348.79
  373.25, 1336.91
  373.51, 1295.55
  373.77, 1284.49
  374.02, 1279.57
  374.28, 1320.12
  374.54, 1337.73
  374.80, 1433.17
  375.05, 1366.40
  375.31, 1319.71
  375.57, 1373.37
  375.83, 1408.59
  376.08, 1321.76
  376.34, 1301.28
  376.60, 1280.80
  376.85, 1375.01
  377.11, 1304.15
  377.37, 1291.04
  377.63, 1323.40
  377.88, 1360.67
  378.14, 1418.42
